ID,Incident Number,Incident Date,Age,Sex of Victim,Race of Victim,Injury,Relationship,State,Location
1597,97-WJUP9SCTD: ,20021129,35: ,F: Female,W: White,N: None,FR: Victim was Friend,15: KS,13: Highway/Road/Alley
1598,TCUKBRM7 8N: ,20021117,17: ,F: Female,B: Black,N: None,OK: Victim was Otherwise Known,15: KS,4: Church/Synagogue/Temple
1599,TCUKBSM7 8N: ,20021105,21: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,13: Highway/Road/Alley
1600,T-4AYM 728N: ,20021126,22: ,F: Female,W: White,I: Possible Internal Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
1601,5J--O585J CN: ,20021217,08: ,M: Male,B: Black,N: None,OK: Victim was Otherwise Known,34: OH,4: Church/Synagogue/Temple
1602,JS01IVQCS2 N: ,20021216,09: ,M: Male,W: White,N: None,: ,34: OH,18: Parking Lot/Garage
1603,XR01KARQV2 N: ,20021219,13: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
1604,XR01KCRM-2 N: ,20021106,09: ,M: Male,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
1605,-M01IC3CG2 N: ,20021218,18: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,34: OH,13: Highway/Road/Alley
1606,N01ROMDQ0 N: ,20021220,41: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,9: Drug Store/Drs Office/Hospital
1607,223XX5MQ-F39: ,20021215,39: ,F: Female,W: White,N: None,SE: Victim was Spouse,34: OH,20: Residence/Home
1608,EH55OUUD1AEM: ,20021119,22: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1609,EH55ZPLD1AEM: ,20021205,19: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,13: Highway/Road/Alley
1610,EH5K73SD1AEM: ,20021103,38: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1611,EH5KO3LD1AEM: ,20021106,00: Unknown,U: Unknown,U: Unknown,N: None,RU: Relationship Unknown,34: OH,22: School/College
1612,EH5KP JD1AEM: ,20021120,49: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,10: Field/Woods
1613,19I1FM2L6X I: ,20021230,73: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
1614,N01ROBQ1D N: ,20021119,16: ,F: Female,W: White,M: Apparent Minor Injury,: ,34: OH,25: Other/unknown
1615,T0IRBPU72 N: ,20021213,32: ,M: Male,W: White,N: None,SE: Victim was Spouse,34: OH,18: Parking Lot/Garage
1616,2L-28IB2-F39: ,20021107,39: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
1617,CI01RF3LT2 N: ,20021224,22: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,13: Highway/Road/Alley
1618,CI01RF3LT2 N: ,20021224,01: ,M: Male,W: White,N: None,CH: Victim was Child,34: OH,13: Highway/Road/Alley
1619,CI01RYQ962 N: ,20021111,30: ,F: Female,W: White,O: Other Major Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
1620,08-M42X0TD1A: ,20021213,38: ,F: Female,W: White,M: Apparent Minor Injury,: ,34: OH,13: Highway/Road/Alley
1621,4I-PR I4G0W5: ,20021213,12: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1622,5J--OV751AEM: ,20021218,09: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1623,5J--OV751AEM: ,20021218,08: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1624,97-ANNY9SCTD: ,20021220,12: ,F: Female,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
1625,N01RYMLV- N: ,20021113,48: ,M: Male,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,20: Residence/Home
1626,N01RYMLV- N: ,20021113,35: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,20: Residence/Home
1627,081M067O9C1A: ,20021104,27: ,M: Male,W: White,N: None,: ,34: OH,20: Residence/Home
1628,191017FPPU I: ,20021214,38: ,M: Male,W: White,B: Apparent Broken Bones,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
1629,19101HF39W I: ,20021217,24: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1630,2L102 OPM639: ,20021125,32: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
1631,2L102NOEX739: ,20021123,07: ,M: Male,W: White,N: None,OF: Victim was Other Family Member,34: OH,20: Residence/Home
1632,2L102NOEX739: ,20021123,05: ,M: Male,W: White,N: None,OF: Victim was Other Family Member,34: OH,20: Residence/Home
1633,2L102VO6OD39: ,20021122,BB: 7-364 Days Old,M: Male,B: Black,N: None,CH: Victim was Child,34: OH,20: Residence/Home
1634,2L1X21OCBV39: ,20021226,37: ,M: Male,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
1635,2L1X21OCBV39: ,20021226,38: ,M: Male,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
1636,2L1X2YOZVV39: ,20021227,36: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1637,081M0H828G1A: ,20021108,29: ,F: Female,W: White,M: Apparent Minor Injury,CS: Victim was Common-Law Spouse,34: OH,20: Residence/Home
1638,6-BRVM 728N: ,20021231,17: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
1639,6-BRVM 728N: ,20021231,15: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
1640,2230IVMQ-F39: ,20021121,40: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
1641,T0 0BMV72 N: ,20021106,08: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1642,T0 1BSR72 N: ,20021115,28: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
1643,T0 1MTV72 N: ,20021114,37: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1644,T0 ECMR72 N: ,20021120,14: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,13: Highway/Road/Alley
1645,T0 EO5D72 N: ,20021117,27: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,21: Restaurant
1646,T0 EO5D72 N: ,20021117,17: ,F: Female,U: Unknown,N: None,RU: Relationship Unknown,34: OH,21: Restaurant
1647,T0 YMTD72 N: ,20021205,47: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
1648,T0 YMTD72 N: ,20021205,49: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
1649,T0 YMTD72 N: ,20021205,26: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
1650,T0 YMTD72 N: ,20021205,21: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
1651,T0 YMTD72 N: ,20021205,72: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
1652,T0 YVSM72 N: ,20021125,12: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
1653,T0 YVSM72 N: ,20021125,12: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
1654,T0 YVSM72 N: ,20021125,12: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
1655,T0 YWR-72 N: ,20021204,26: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
1656,T0QAV3V72 N: ,20021229,11: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1657,T0QKVQM72 N: ,20021218,13: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1658,223XN1SQ-F39: ,20021203,12: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
1659,T-ASYQ 728N: ,20021224,29: ,F: Female,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
1660,7Z7N6REMQ-F3: ,20021114,18: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
1661,-G2AE9K6SCTD: ,20021108,18: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
1662,A2ME1236X I: ,20021227,44: ,F: Female,B: Black,N: None,SE: Victim was Spouse,34: OH,13: Highway/Road/Alley
1663,4W2MP0FVTD1A: ,20021106,37: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,3: Bar/Nightclub
1664,NH2UR5771AEM: ,20021107,26: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
1665,OH2-75ZX1AEM: ,20021126,16: ,F: Female,B: Black,M: Apparent Minor Injury,: ,34: OH,18: Parking Lot/Garage
1666,P820824P-F39: ,20021214,22: ,M: Male,B: Black,O: Other Major Injury,: ,34: OH,20: Residence/Home
1667,P920X3W5VSCT: ,20021112,05: ,M: Male,B: Black,N: None,: ,34: OH,20: Residence/Home
1668,PH2UZ5U21AEM: ,20021121,17: ,F: Female,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
1669,TG2WJ9LUSCTD: ,20021219,14: ,F: Female,B: Black,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
1670,Z82JD24C-F39: ,20021105,21: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
1671,CI01REZ9P2 N: ,20021207,42: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,42: TX,20: Residence/Home
1672,T0QEBQR72 N: ,20021225,19: ,F: Female,B: Black,N: None,SE: Victim was Spouse,42: TX,13: Highway/Road/Alley
1673,T0QEBQR72 N: ,20021225,00: Unknown,M: Male,W: White,M: Apparent Minor Injury,CH: Victim was Child,42: TX,13: Highway/Road/Alley
1674,T040CSR72 N: ,20021123,21: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
1675,T041EMQ72 N: ,20021208,24: ,F: Female,W: White,N: None,SE: Victim was Spouse,42: TX,20: Residence/Home
1676,T04EEZ-72 N: ,20021229,22: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
1677,3U-19O43VSCT: ,20021119,31: ,F: Female,W: White,N: None,CH: Victim was Child,42: TX,18: Parking Lot/Garage
1678,4I-PKD14G0W5: ,20021118,36: ,M: Male,W: White,N: None,ST: Victim was Stranger,42: TX,7: Convenience Store
1679,NH0K728NXN5V: ,20021116,05: ,F: Female,W: White,N: None,: ,42: TX,8: Department/Discount Store
1680,190MQ-FGNU1X: ,20021117,20: ,M: Male,W: White,M: Apparent Minor Injury,: ,42: TX,20: Residence/Home
1681,6S0IYBRCBH6D: ,20021112,17: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
1682,CT0VEYBU72 N: ,20021213,16: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
1683,CT0VSBZU72 N: ,20021127,18: ,F: Female,W: White,M: Apparent Minor Injury,CS: Victim was Common-Law Spouse,42: TX,20: Residence/Home
1684,CT0VYOSU72 N: ,20021216,34: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,13: Highway/Road/Alley
1685,2W0JPUFZ7404: ,20021210,15: ,F: Female,W: White,N: None,FR: Victim was Friend,42: TX,22: School/College
1686,2W0JPUFZI40W: ,20021124,12: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,42: TX,25: Other/unknown
1687,NH0K7296XI5I: ,20021119,09: ,F: Female,W: White,N: None,RU: Relationship Unknown,42: TX,22: School/College
1688,UG085HP2XO92: ,20021108,19: ,F: Female,W: White,N: None,SE: Victim was Spouse,42: TX,20: Residence/Home
1689,Z80X4KOER 2C: ,20021222,27: ,F: Female,W: White,M: Apparent Minor Injury,FR: Victim was Friend,42: TX,20: Residence/Home
1690,O206J4IOKR73: ,20021209,40: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
1691,194-Q15G01PI: ,20021130,57: ,F: Female,U: Unknown,N: None,RU: Relationship Unknown,42: TX,20: Residence/Home
1692,2230 K4KB2B9: ,20021108,20: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,9: Drug Store/Drs Office/Hospital
1693,2230D5H6R2B9: ,20021112,28: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
1694,2230O5H4B2B9: ,20021111,22: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,18: Parking Lot/Garage
1695,2230OKHBT2B9: ,20021111,15: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,13: Highway/Road/Alley
1696,2232NKORK2B9: ,20021204,20: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,42: TX,20: Residence/Home
1697,2232R5A6X2B9: ,20021130,28: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,42: TX,18: Parking Lot/Garage
1698,2232R5A6X2B9: ,20021130,24: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,18: Parking Lot/Garage
1699,223BRKHKV2B9: ,20021210,25: ,F: Female,W: White,M: Apparent Minor Injury,CS: Victim was Common-Law Spouse,42: TX,20: Residence/Home
1700,223JD5AYV2B9: ,20021102,44: ,F: Female,W: White,N: None,SE: Victim was Spouse,42: TX,20: Residence/Home
1701,223JIKYZL2B9: ,20021104,12: ,M: Male,W: White,N: None,ST: Victim was Stranger,42: TX,18: Parking Lot/Garage
1702,223JIKYZL2B9: ,20021104,17: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,18: Parking Lot/Garage
1703,223JXKBPL2B9: ,20021103,30: ,M: Male,W: White,N: None,IL: Victim was In-Law,42: TX,20: Residence/Home
1704,223JXKLYU2B9: ,20021103,28: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
1705,223KWKIBV2B9: ,20021215,24: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
1706,223KXKO6T2B9: ,20021223,32: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
1707,223T 5S6L2B9: ,20021227,22: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
1708,223T8KAZR2B9: ,20021229,19: ,F: Female,B: Black,N: None,CS: Victim was Common-Law Spouse,42: TX,20: Residence/Home
1709,223T8KSRT2B9: ,20021229,23: ,M: Male,W: White,N: None,: ,42: TX,20: Residence/Home
1710,223X4KIRT2B9: ,20021116,02: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,42: TX,20: Residence/Home
1711,223X4KIRT2B9: ,20021116,22: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
1712,223XD5OCB2B9: ,20021122,08: ,F: Female,W: White,N: None,: ,42: TX,13: Highway/Road/Alley
1713,223XNKOYO2B9: ,20021125,27: ,M: Male,W: White,N: None,RU: Relationship Unknown,42: TX,18: Parking Lot/Garage
1714,223XO5HEO2B9: ,20021114,16: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,8: Department/Discount Store
1715,223XX5JKM2B9: ,20021123,04: ,F: Female,B: Black,N: None,ST: Victim was Stranger,42: TX,20: Residence/Home
1716,3U41H3MW534T: ,20021125,19: ,F: Female,W: White,N: None,CS: Victim was Common-Law Spouse,42: TX,13: Highway/Road/Alley
1717,394BF1CL6X I: ,20021108,35: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,18: Parking Lot/Garage
1718,K0BL6XYX941: ,20021220,41: ,M: Male,W: White,N: None,XS: Victim was Ex-Spouse,42: TX,20: Residence/Home
1719,P902W5H7BK37: ,20021204,21: ,M: Male,W: White,N: None,XS: Victim was Ex-Spouse,42: TX,20: Residence/Home
1720,09V04UKZGD1A: ,20030219,28: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
1721,60BRVEV72 N: ,20030102,02: ,M: Male,W: White,N: None,OF: Victim was Other Family Member,14: IA,20: Residence/Home
1722,CI0 XA3RQ2 N: ,20030301,15: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
1723,CI0 XOBQQ2 N: ,20030310,18: ,F: Female,W: White,N: None,RU: Relationship Unknown,14: IA,14: Hotel/Motel/Etc.
1724,3920W3HP2F L: ,20030131,30: ,F: Female,W: White,O: Other Major Injury,XS: Victim was Ex-Spouse,14: IA,18: Parking Lot/Garage
1725,3920W3HQ-OVS: ,20030306,17: ,F: Female,B: Black,M: Apparent Minor Injury,AQ: Victim was Acquaintance,14: IA,22: School/College
1726,3920W3HQK83L: ,20030313,17: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,14: IA,20: Residence/Home
1727,CI0 RCSCS2 N: ,20030316,23: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,14: IA,13: Highway/Road/Alley
1728,CI0 RCZH12 N: ,20030317,13: ,F: Female,W: White,M: Apparent Minor Injury,: ,14: IA,20: Residence/Home
1729,CI0 RE5D62 N: ,20030207,58: ,M: Male,U: Unknown,N: None,FR: Victim was Friend,14: IA,20: Residence/Home
1730,CI0 RYQ--2 N: ,20030227,30: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
1731,60 1B1U72 N: ,20030312,20: ,F: Female,W: White,N: None,CS: Victim was Common-Law Spouse,14: IA,20: Residence/Home
1732,60BKARM72 N: ,20030206,21: ,F: Female,W: White,N: None,SE: Victim was Spouse,14: IA,8: Department/Discount Store
1733,60BROMR72 N: ,20030103,13: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,20: Residence/Home
1734,601AVSD72 N: ,20030310,49: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,14: IA,22: School/College
1735,60B1CZC72 N: ,20030124,26: ,M: Male,W: White,N: None,ST: Victim was Stranger,14: IA,13: Highway/Road/Alley
1736,T0 RVS91X N: ,20030320,21: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,13: Highway/Road/Alley
1737,T0 RVS91X N: ,20030320,21: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,13: Highway/Road/Alley
1738,CI0 RVSCVD N: ,20030101,16: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,13: Highway/Road/Alley
1739,N0 RVZ9QX N: ,20030329,07: ,F: Female,W: White,N: None,: ,14: IA,20: Residence/Home
1740,60 RVZQG3 N: ,20030114,18: ,M: Male,W: White,M: Apparent Minor Injury,OK: Victim was Otherwise Known,14: IA,13: Highway/Road/Alley
1741,60 RFELVX N: ,20030401,16: ,F: Female,W: White,N: None,OF: Victim was Other Family Member,14: IA,10: Field/Woods
1742,60 RFELVX N: ,20030401,11: ,F: Female,W: White,N: None,OF: Victim was Other Family Member,14: IA,10: Field/Woods
1743,60 RFELVX N: ,20030401,12: ,F: Female,W: White,N: None,OF: Victim was Other Family Member,14: IA,10: Field/Woods
1744,60 ROML1- N: ,20030308,25: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,14: IA,20: Residence/Home
1745,60 RVRCF0 N: ,20030220,51: ,M: Male,W: White,N: None,RU: Relationship Unknown,14: IA,18: Parking Lot/Garage
1746,60 RVRCF0 N: ,20030220,39: ,F: Female,B: Black,N: None,RU: Relationship Unknown,14: IA,18: Parking Lot/Garage
1747,60 RVZ-VF N: ,20030110,05: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,18: Parking Lot/Garage
1748,1T1117ZL6X I: ,20030120,21: ,F: Female,W: White,M: Apparent Minor Injury,OK: Victim was Otherwise Known,14: IA,13: Highway/Road/Alley
1749,3-2923BRVSCT: ,20030213,21: ,F: Female,W: White,B: Apparent Broken Bones,OK: Victim was Otherwise Known,14: IA,20: Residence/Home
1750,60BKA3R72 N: ,20030223,38: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,14: IA,13: Highway/Road/Alley
1751,2W00PU738X0O: ,20030322,18: ,F: Female,W: White,N: None,RU: Relationship Unknown,14: IA,13: Highway/Road/Alley
1752,LI8BEHPU 28N: ,20030303,38: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,14: IA,20: Residence/Home
1753,N0 ROZQG- N: ,20030325,11: ,F: Female,B: Black,N: None,ST: Victim was Stranger,14: IA,13: Highway/Road/Alley
1754,60B-VQBK2 N: ,20030215,24: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
1755,60B0CBBK2 N: ,20030307,31: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
1756,50-U72651AEM: ,20030111,47: ,F: Female,W: White,B: Apparent Broken Bones,RU: Relationship Unknown,15: KS,20: Residence/Home
1757,6-4KCP 728N: ,20030314,28: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
1758,A039W67ZQD1A: ,20030123,32: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
1759,0L0DKAMH72 N: ,20030317,25: ,M: Male,W: White,N: None,OK: Victim was Otherwise Known,15: KS,20: Residence/Home
1760,CI0 XVTVF2 N: ,20030201,20: ,M: Male,W: White,N: None,FR: Victim was Friend,15: KS,20: Residence/Home
1761,6CBSWPU7 8N: ,20030324,13: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,22: School/College
1762,P03HPUKULD1A: ,20030221,22: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,15: KS,25: Other/unknown
1763,2W-HQ6W0UD1A: ,20030217,11: ,F: Female,W: White,N: None,GC: Victim was Grandchild,15: KS,20: Residence/Home
1764,7P-G2DY7Q-F3: ,20030315,02: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
1765,08-HW0X07D1A: ,20030113,37: ,M: Male,B: Black,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
1766,2L-J82H2MS39: ,20030213,22: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
1767,2L-J82H2V 39: ,20030214,18: ,F: Female,I: American Indian/Alaskan Native,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,18: Parking Lot/Garage
1768,2L-J82H2VO39: ,20030213,29: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,25: Other/unknown
1769,2L-J82J2VF39: ,20030110,28: ,M: Male,W: White,N: None,EE: Victim was Employee,15: KS,21: Restaurant
1770,3U-093M327CT: ,20030216,34: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
